log_epsilon,residual,iteration
-0.6931471805599453,0.44479847980206766,1
-1.3862943611198906,0.06214536083578581,1
-2.0794415416798357,-0.1255350837829825,1
-2.772588722239781,-0.24765711936343493,1
-3.4657359027997265,-0.24909186873211464,1
-4.1588830833596715,-0.19332162153019006,1
-4.852030263919617,-0.09109690268637749,1
-5.545177444479562,0.012606902155210875,1
-6.238324625039508,0.13116183128659564,1
-6.931471805599453,0.2559900220154283,1
-0.6931471805599453,0.4210754063262254,2
-1.3862943611198906,0.07753669084827264,2
-2.0794415416798357,-0.07102935028216706,2
-2.772588722239781,-0.21065587637379757,2
-3.4657359027997265,-0.2867399942126303,2
-4.1588830833596715,-0.23849465313776808,2
-4.852030263919617,-0.13301822645114925,2
-5.545177444479562,-0.0022707231403096273,2
-6.238324625039508,0.14244323574398443,2
-6.931471805599453,0.30115349067933117,2
-0.6931471805599453,0.3705884669961046,3
-1.3862943611198906,0.0655088380263491,3
-2.0794415416798357,-0.04459811659589308,3
-2.772588722239781,-0.14576555617932652,3
-3.4657359027997265,-0.2440152093263963,3
-4.1588830833596715,-0.25505963452576275,3
-4.852030263919617,-0.16649037301392688,3
-5.545177444479562,-0.033219372693682914,3
-6.238324625039508,0.1336376952356524,3
-6.931471805599453,0.31941326207688014,3
-0.6931471805599453,0.3091821920560114,4
-1.3862943611198906,0.03893706018429732,4
-2.0794415416798357,-0.03633539733990343,4
-2.772588722239781,-0.10266833982529544,4
-3.4657359027997265,-0.16608349587432425,4
-4.1588830833596715,-0.2109944950520095,4
-4.852030263919617,-0.17318390990507027,4
-5.545177444479562,-0.0658955475644305,4
-6.238324625039508,0.10195989477632672,4
-6.931471805599453,0.30508203854438953,4
-0.6931471805599453,0.29588884504255875,5
-1.3862943611198906,-0.03925033867063066,5
-2.0794415416798357,-0.09500625274673435,5
-2.772588722239781,-0.04960971139428505,5
-3.4657359027997265,-0.09090754229515863,5
-4.1588830833596715,-0.11370121632469044,5
-4.852030263919617,-0.12456247762233374,5
-5.545177444479562,-0.07797618058767242,5
-6.238324625039508,0.05268751239175806,5
-6.931471805599453,0.2424373622071876,5
-0.6931471805599453,-0.04333129507299627,6
-1.3862943611198906,0.11991795071450806,6
-2.0794415416798357,-0.04671523044014503,6
-2.772588722239781,-0.017445305616119455,6
-3.4657359027997265,0.030949164294089115,6
-4.1588830833596715,-0.013072969411909163,6
-4.852030263919617,-0.027580159563679985,6
-5.545177444479562,-0.06572103372978866,6
-6.238324625039508,-0.0259549009535327,6
-6.931471805599453,0.08895377977957608,6
